provider_code,provider_name,provider_postcode,site_code,site_name,site_postcode,establishment_ukprn,establishment_urn,establishment_name,establishment_postcode
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,1,Bitterne Manor Primary School,SO18 1DP,10076966,116089,Bitterne Manor Primary School,SO18 1DP
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,N,Cams Hill School,PO16 8AH,10035489,137538,Cams Hill School,PO16 8AH
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,L,Cantell School,SO16 3GJ,10015407,116469,Cantell School,SO16 3GJ
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,H,Hounsdown School,SO40 9FT,10034634,137229,Hounsdown School,SO40 9FT
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,6,Marchwood Junior School,SO40 4ZH,10079080,116073,Marchwood Junior School,SO40 4ZH
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,M,Matravers School,BA13 3QH,10004236,126510,Matravers School,BA13 3QH
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,5,Moorlands Primary School,SO18 5RJ,10076961,116127,Moorlands Primary School,SO18 5RJ
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,4,Mount Pleasant Junior School,SO14 0WZ,10079078,116092,Mount Pleasant Junior School,SO14 0WZ
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,V,Pewsey Vale School,SN9 5EW,10034111,136849,Pewsey Vale School,SN9 5EW
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,D,Priestlands School,SO41 8FZ,10034820,137129,Priestlands School,SO41 8FZ
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,R,Redbridge Community School,SO16 9RJ,10038070,116453,Redbridge Community School,SO16 9RJ
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,P,Regents Park Community College,SO16 4GW,10017330,116450,Regents Park Community College,SO16 4GW
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,3,St Denys Primary School,SO17 2ND,10076964,116102,St Denys Primary School,SO17 2ND
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,B,The Burgate School and Sixth Form,SP6 1EZ,10033574,136719,The Burgate School and Sixth Form,SP6 1EZ
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,T,The Petersfield School,GU32 3LU,10034158,136903,The Petersfield School,GU32 3LU
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,2,Townhill Junior School,SO18 2NX,10079077,116134,Townhill Junior School,SO18 2NX
1F6,Bitterne Park Teaching School Alliance,SO18 1BU,U,Upper Shirley High School,SO15 7QU,10034754,137037,Upper Shirley High School,SO15 7QU
19F,Bransgore Primary Teacher Training Partnership (School Direct),BH23 8JH,K,Fordingbridge Infant School      ,SP6 1HJ,10075343,116069,Fordingbridge Infant School,SP6 1HJ
19F,Bransgore Primary Teacher Training Partnership (School Direct),BH23 8JH,V,Highcliffe St Mark Primary School,BH23 5AZ,10072366,134987,Highcliffe St Mark Primary School,BH23 5AZ
19F,Bransgore Primary Teacher Training Partnership (School Direct),BH23 8JH,G,Poulner Infant School ,BH24 3LA,10075355,116031,Poulner Infant School,BH24 3LA
19F,Bransgore Primary Teacher Training Partnership (School Direct),BH23 8JH,3,Poulner Junior School,BH24 3LA,10079102,115999,Poulner Junior School,BH24 3LA
19F,Bransgore Primary Teacher Training Partnership (School Direct),BH23 8JH,Q,Somerford Primary School,BH23 3AS,10076711,113736,Somerford Primary School,BH23 3AS
19F,Bransgore Primary Teacher Training Partnership (School Direct),BH23 8JH,P,Twynham Primary School,BH23 2NH,10056993,142671,Twynham Primary School,BH23 2NH
19F,Bransgore Primary Teacher Training Partnership (School Direct),BH23 8JH,E,University of Winchester ,SO22 4NR,10003614,133880,University of Winchester,SO22 4NR
1L6,National Forest Teaching School,DE13 8AZ,B,Kingsmead School,WS12 1DH,10053917,142313,Kingsmead School,WS12 1DH
1L6,National Forest Teaching School,DE13 8AZ,A,The Pingle Academy,DE11 0QA,10063076,144069,The Pingle Academy,DE11 0QA
27R,South Glos Teaching School Alliance,BS16 7EY,B,Blackhorse Primary School,BS16 6TR,10077321,109121,Blackhorse Primary School,BS16 6TR
27R,South Glos Teaching School Alliance,BS16 7EY,I,Bromley Heath Infant School,BS16 6NJ,10069762,109029,Bromley Heath Infant School,BS16 6NJ
27R,South Glos Teaching School Alliance,BS16 7EY,J,Bromley Heath Junior School,BS16 6NJ,10077324,109028,Bromley Heath Junior School,BS16 6NJ
27R,South Glos Teaching School Alliance,BS16 7EY,E,Emersons Green Primary School,BS16 7GA,10076697,131767,Emersons Green Primary School,BS16 7GA
27R,South Glos Teaching School Alliance,BS16 7EY,K,Kings' Forest Primary School,BS15 4PQ,10075542,131507,Kings' Forest Primary School,BS15 4PQ
27R,South Glos Teaching School Alliance,BS16 7EY,S,Stanbridge Primary School,BS16 6AL,10068983,109134,Stanbridge Primary School,BS16 6AL
24M,East London Alliance SCITT,E13 8SA,T,Tollgate Primary School,E13 8SA,10062375,143881,Tollgate Primary School,E13 8SA
W75,University of Wolverhampton,WS1 3BD,M,Brays School,B26 1NS,10063097,144042,Brays School,B26 1NS
W75,University of Wolverhampton,WS1 3BD,K,Chadsmoor Community Infants and Nursery School,WS11 6EU,10072783,124068,Chadsmoor Community Infants and Nursery School,WS11 6EU
W75,University of Wolverhampton,WS1 3BD,X,Dosthill Primary School,B77 1LQ,10066311,145414,Dosthill Primary School,B77 1LQ
W75,University of Wolverhampton,WS1 3BD,F,Frederick Bird Primary School,CV2 4QQ,10076529,103695,Frederick Bird Primary School,CV2 4QQ
W75,University of Wolverhampton,WS1 3BD,A,Gorsemoor Primary School,WS12 3TG,10069219,124183,Gorsemoor Primary School,WS12 3TG
W75,University of Wolverhampton,WS1 3BD,T,Hazel Oak School,B90 2AZ,10015859,104130,Hazel Oak School,B90 2AZ
W75,University of Wolverhampton,WS1 3BD,H,Heath Park,WV11 1RD,10035949,137730,Heath Park,WV11 1RD
W75,University of Wolverhampton,WS1 3BD,P,Holbrook Primary School,CV6 6FR,10076535,103676,Holbrook Primary School,CV6 6FR
W75,University of Wolverhampton,WS1 3BD,L,Joseph Leckie Academy,WS5 4PG,10036183,137830,Joseph Leckie Academy,WS5 4PG
W75,University of Wolverhampton,WS1 3BD,4,Lindens Primary School,B74 2BB,10068832,104212,Lindens Primary School,B74 2BB
W75,University of Wolverhampton,WS1 3BD,R,Oakham Primary School,B69 1SG,10073185,103950,Oakham Primary School,B69 1SG
W75,University of Wolverhampton,WS1 3BD,Y,Park Hall Junior Academy,WS5 3HF,10035937,137797,Park Hall Junior Academy,WS5 3HF
W75,University of Wolverhampton,WS1 3BD,W,Perry Hall Primary School,WV11 3RT,10042067,139870,Perry Hall Primary School,WV11 3RT
W75,University of Wolverhampton,WS1 3BD,Q,St John's Church of England Primary School,WS9 9NA,10068606,104228,St John's Church of England Primary School,WS9 9NA
W75,University of Wolverhampton,WS1 3BD,I,The Earls High School,B63 3SL,10035980,137812,The Earls High School,B63 3SL
W75,University of Wolverhampton,WS1 3BD,2,The Orchard School,B68 8LD,10069448,132232,The Orchard School,B68 8LD
W75,University of Wolverhampton,WS1 3BD,S,The Streetly Academy,B74 2EX,10035849,137707,The Streetly Academy,B74 2EX
W75,University of Wolverhampton,WS1 3BD,1,Victoria Park Primary,B66 3HH,10036506,138033,Victoria Park Primary,B66 3HH
W75,University of Wolverhampton,WS1 3BD,O,Wood Green Academy,WS10 9QU,10033330,136616,Wood Green Academy,WS10 9QU
24X,i2i Teaching Partnership,GU9 8UG,C,Amery Hill School,Gu34 2BZ,10035475,137535,Amery Hill School,GU34 2BZ
24X,i2i Teaching Partnership,GU9 8UG,D,Ash Manor School,GU12 6QH,10014862,125271,Ash Manor School,GU12 6QH
24X,i2i Teaching Partnership,GU9 8UG,E,Broadwater School,GU7 3BW,10086849,147935,Broadwater School,GU7 3BW
24X,i2i Teaching Partnership,GU9 8UG,F,Cove School,GU14 9RN,10015332,116446,Cove School,GU14 9RN
24X,i2i Teaching Partnership,GU9 8UG,J,Glebelands School,GU6 7AN,10015306,125259,Glebelands School,GU6 7AN
24X,i2i Teaching Partnership,GU9 8UG,K,Howard of Effingham School,KT24 5JR,10034098,136833,Howard of Effingham School,KT24 5JR
24X,i2i Teaching Partnership,GU9 8UG,L,Oxted School,RH8 0AB,10053918,142315,Oxted School,RH8 0AB
24X,i2i Teaching Partnership,GU9 8UG,M,Reigate College,RH2 0SD,10065148,145005,Reigate College,RH2 0SD
24X,i2i Teaching Partnership,GU9 8UG,I,The Forest School,RG41 5NE,10042246,139853,The Forest School,RG41 5NE
24X,i2i Teaching Partnership,GU9 8UG,S,The Wavell School,GU14 6BH,10016125,116448,The Wavell School,GU14 6BH
24X,i2i Teaching Partnership,GU9 8UG,Q,Thomas Knyvett College,TW15 3DU,10034097,136832,Thomas Knyvett College,TW15 3DU
24X,i2i Teaching Partnership,GU9 8UG,R,Three Rivers Academy,KT12 5PY,10063180,144503,Three Rivers Academy,KT12 5PY
24X,i2i Teaching Partnership,GU9 8UG,T,Woolmer Hill School,GU27 1QB,10034791,137314,Woolmer Hill School,GU27 1QB
24X,i2i Teaching Partnership,GU9 8UG,U,Yateley School,GU46 6NW,10007692,116433,Yateley School,GU46 6NW
26P,Cotswold Edge Teaching Alliance,GL5 4HE,D,Amberley Parochial School,GL5 5JG,10071606,115689,Amberley Parochial School,GL5 5JG
26P,Cotswold Edge Teaching Alliance,GL5 4HE,C,Avening Primary School,GL8 8NF,10080694,115501,Avening Primary School,GL8 8NF
26P,Cotswold Edge Teaching Alliance,GL5 4HE,E,Berkeley Primary School,GL13 9AZ,10057841,143207,Berkeley Primary School,GL13 9AZ
26P,Cotswold Edge Teaching Alliance,GL5 4HE,1,Marling School,GL5 4HE,10034599,137123,Marling School,GL5 4HE
26P,Cotswold Edge Teaching Alliance,GL5 4HE,3,Marlwood School,BS35 3LA,10047462,141341,Marlwood School,BS35 3LA
26P,Cotswold Edge Teaching Alliance,GL5 4HE,F,Minchinhampton Primary Academy,GL6 9BP,10047882,141547,Minchinhampton Primary Academy,GL6 9BP
26P,Cotswold Edge Teaching Alliance,GL5 4HE,5,Severn Vale School,GL2 4PR,10034825,137298,Severn Vale School,GL2 4PR
26P,Cotswold Edge Teaching Alliance,GL5 4HE,4,Stroud High School,GL5 4HF,10034132,136874,Stroud High School,GL5 4HF
26P,Cotswold Edge Teaching Alliance,GL5 4HE,7,Uplands Community Primary School,GL5 1TE,10080678,115543,Uplands Community Primary School,GL5 1TE
G60,The Grand Union Training Partnership,NN12 6DJ,Q,Abbeyfield School,NN4 8BU,10038483,138858,Abbeyfield School,NN4 8BU
G60,The Grand Union Training Partnership,NN12 6DJ,B,Chenderit School,OX17 2QR,10036226,137878,Chenderit School,OX17 2QR
G60,The Grand Union Training Partnership,NN12 6DJ,P,Kettering Buccleuch Academy,NN16 9NS,10028091,135966,Kettering Buccleuch Academy,NN16 9NS
G60,The Grand Union Training Partnership,NN12 6DJ,2,Lord Grey Academy,MK3 6EW,10067068,145736,Lord Grey Academy,MK3 6EW
G60,The Grand Union Training Partnership,NN12 6DJ,H,The Hazeley Academy,MK8 0PT,10034106,136844,The Hazeley Academy,MK8 0PT
1HR,George Spencer Academy SCITT,NG9 7EW,2,Chetwynd Primary Academy,NG9 6FW,10037015,138070,Chetwynd Primary Academy,NG9 6FW
1HR,George Spencer Academy SCITT,NG9 7EW,8,Rushcliffe School,NG2 7BW,10037867,138482,Rushcliffe School,NG2 7BW
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,B,Kettlethorpe High School,WF2 7EL,10016254,108271,Kettlethorpe High School,WF2 7EL
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,K,Newton Hill Community School,WF1 2HR,10072237,108164,Newton Hill Community School,WF1 2HR
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,D,Outwood Academy Acklam,TS5 7JY,10042412,139823,Outwood Academy Acklam,TS5 7JY
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,E,Outwood Academy Adwick,DN6 7SF,10027986,135963,Outwood Academy Adwick,DN6 7SF
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,Y,Outwood Academy Bishopsgarth,TS19 8TF,10057542,143146,Outwood Academy Bishopsgarth,TS19 8TF
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,F,Outwood Academy Brumby,DN16 1NT,10040592,139277,Outwood Academy Brumby,DN16 1NT
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,W,Outwood Academy Bydales,TS11 6AR,10047535,141399,Outwood Academy Bydales,TS11 6AR
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,X,Outwood Academy Carlton,S71 3EW,10040067,139210,Outwood Academy Carlton,S71 3EW
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,S,Outwood Academy City,S13 8SS,10044328,140415,Outwood Academy City,S13 8SS
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,A,Outwood Academy City Fields,WF1 4SF,10032363,136394,Outwood Academy City Fields,WF1 4SF
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,T,Outwood Academy Danum,DN2 5QD,10062380,143938,Outwood Academy Danum,DN2 5QD
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,8,Outwood Academy Easingwold,YO61 3EF,10065372,144976,Outwood Academy Easingwold,YO61 3EF
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,R,Outwood Academy Foxhills,DN15 8LJ,10034639,137004,Outwood Academy Foxhills,DN15 8LJ
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,7,Outwood Academy Freeston,WF6 1HZ,10067619,145937,Outwood Academy Freeston,WF6 1HZ
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,V,Outwood Academy Hemsworth,WF9 4AB,10067323,145938,Outwood Academy Hemsworth,WF9 4AB
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,U,Outwood Academy Newbold,S41 8BA,10047506,141377,Outwood Academy Newbold,S41 8BA
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,G,Outwood Academy Portland,S80 2SF,10037659,138248,Outwood Academy Portland,S80 2SF
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,H,Outwood Academy Ripon,HG4 2DE,10035095,137412,Outwood Academy Ripon,HG4 2DE
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,9,Outwood Academy Shafton,S72 8RE,10040077,139211,Outwood Academy Shafton,S72 8RE
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,I,Outwood Academy Valley,S81 7EN,10037660,138247,Outwood Academy Valley,S81 7EN
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,Z,Outwood Grange Academy,WF1 2PF,10028145,135961,Outwood Grange Academy,WF1 2PF
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,6,Outwood Junior Academy Brumby,DN16 2HY,10080862,146267,Outwood Junior Academy Brumby,DN16 2HY
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,1,Outwood Primary Academy Bell Lane,WF7 7JH,10067381,145941,Outwood Primary Academy Bell Lane,WF7 7JH
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,3,Outwood Primary Academy Darfield,S73 9LT,10062381,143940,Outwood Primary Academy Darfield,S73 9LT
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,4,Outwood Primary Academy Greystone,HG4 1RW,10066308,145411,Outwood Primary Academy Greystone,HG4 1RW
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,L,Outwood Primary Academy Kirkhamgate,WF2 0RS,10039901,139080,Outwood Primary Academy Kirkhamgate,WF2 0RS
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,M,Outwood Primary Academy Ledger Lane,WF1 2PH,10039707,139108,Outwood Primary Academy Ledger Lane,WF1 2PH
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,2,Outwood Primary Academy Littleworth Grange,S71 5RG,10062382,143939,Outwood Primary Academy Littleworth Grange,S71 5RG
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,N,Outwood Primary Academy Lofthouse Gate,WF3 3HU,10043580,140085,Outwood Primary Academy Lofthouse Gate,WF3 3HU
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,5,Outwood Primary Academy Newstead Green,WF4 2BE,10067325,145940,Outwood Primary Academy Newstead Green,WF4 2BE
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,0,Outwood Primary Academy Park Hill,WF1 4QY,10067324,145939,Outwood Primary Academy Park Hill,WF1 4QY
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,O,Rothwell Primary School,LS26 0DJ,10072241,107982,Rothwell Primary School,LS26 0DJ
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,J,Scalby School,YO12 6TH,10057639,143288,Scalby School,YO12 6TH
1GV,Teach North: Yorkshire & Humber,DN6 7RQ,P,Stanley Grove Primary and Nursery School,WF3 4NT,10072238,108162,Stanley Grove Primary and Nursery School,WF3 4NT
19E,The 3 Rivers Teaching Alliance,NE61 1DN,B,Berwick Academy,TD15 2JF,10035676,137598,Berwick Academy,TD15 2JF
19E,The 3 Rivers Teaching Alliance,NE61 1DN,H,Cleaswell Hill School,NE62 5DJ,10015224,122382,Cleaswell Hill School,NE62 5DJ
19E,The 3 Rivers Teaching Alliance,NE61 1DN,C,Cramlington Learning Village,NE23 6BN,10035104,137457,Cramlington Learning Village,NE23 6BN
19E,The 3 Rivers Teaching Alliance,NE61 1DN,S,George Stephenson High School,NE12 6SA,10002665,108639,George Stephenson High School,NE12 6SA
19E,The 3 Rivers Teaching Alliance,NE61 1DN,P,Prudhoe Community High School,NE42 5LJ,10084175,146926,Prudhoe Community High School,NE42 5LJ
19E,The 3 Rivers Teaching Alliance,NE61 1DN,Q,Queen Elizabeth High School,NE46 3JB,10057640,143291,Queen Elizabeth High School,NE46 3JB
2C4,Inspiring Leaders - 4 Derbyshire,NG16 6PA,2,Barlborough Primary School,S43 4ET,10079793,112505,Barlborough Primary School,S43 4ET
2C4,Inspiring Leaders - 4 Derbyshire,NG16 6PA,E,Kilburn Infant and Nursery School,DE56 0LA,10076508,112577,Kilburn Infant and Nursery School,DE56 0LA
2C4,Inspiring Leaders - 4 Derbyshire,NG16 6PA,V,Lons Infant School,DE5 3SE,10076483,112710,Lons Infant School,DE5 3SE
2C4,Inspiring Leaders - 4 Derbyshire,NG16 6PA,8,Staveley Junior School,S43 3XE,10070683,112627,Staveley Junior School,S43 3XE
2JA,Elston Hall & St Bartholomew's Teaching School Alliance,WV10 6NN,-,Elston Hall Primary School,WV10 6NN,10054202,142349,Elston Hall Primary School,WV10 6NN
2HD,Bristol E-ACT Partnership,NW2 7SN,K,Badocks Wood E-ACT Academy,BS10 5PU,10064849,144779,Badocks Wood E-ACT Academy,BS10 5PU
2HD,Bristol E-ACT Partnership,NW2 7SN,Y,Hareclive E-ACT Academy,BS13 0HP,10061128,143403,Hareclive E-ACT Academy,BS13 0HP
2HD,Bristol E-ACT Partnership,NW2 7SN,E,Perry Court E-ACT Academy,BS14 0AX,10064861,144880,Perry Court E-Act Academy,BS14 0AX
2HD,Bristol E-ACT Partnership,NW2 7SN,P,St Ursula's E-ACT Academy,BS9 4DT,10035004,137068,St Ursula's E-ACT Academy,BS9 4DT
1L2,Great Sankey Teaching School Alliance,WA5 3AA,1,Appleton Thorn Primary School,WA4 4RW,10074390,111138,Appleton Thorn Primary School,WA4 4RW
1L2,Great Sankey Teaching School Alliance,WA5 3AA,2,Beamont Primary School,WA2 7RQ,10067574,145799,Beamont Primary School,WA2 7RQ
1L2,Great Sankey Teaching School Alliance,WA5 3AA,B,Birchwood Community High School,WA3 7PT,10042219,139840,Birchwood Community High School,WA3 7PT
1L2,Great Sankey Teaching School Alliance,WA5 3AA,U,Burtonwood Community Primary School,WA5 4AQ,10066356,145390,Burtonwood Community Primary School,WA5 4AQ
1L2,Great Sankey Teaching School Alliance,WA5 3AA,G,Gorse Covert Primary School,WA3 6TS,10084200,147389,Gorse Covert Primary School,WA3 6TS
1L2,Great Sankey Teaching School Alliance,WA5 3AA,7,Great Sankey Primary School,WA5 1SB,10064045,144798,Great Sankey Primary School,WA5 1SB
1L2,Great Sankey Teaching School Alliance,WA5 3AA,L,Locking Stumps Community Primary School,WA3 7PH,10074370,111204,Locking Stumps Community Primary School,WA3 7PH
1L2,Great Sankey Teaching School Alliance,WA5 3AA,P,Park Road Community Primary School,WA5 3EF,10066397,145387,Park Road Community Primary School,WA5 3EF
1L2,Great Sankey Teaching School Alliance,WA5 3AA,E,Penketh South Community Primary School,WA5 2PN,10067301,145710,Penketh South Community Primary School,WA5 2PN
1L2,Great Sankey Teaching School Alliance,WA5 3AA,X,The Prescot School,L34 3NB,10056436,142798,The Prescot School,L34 3NB
2HZ,Orleans Park Teaching Alliance,TW13BB,-,Orleans Park School,TW1 3BB,10038668,138651,Orleans Park School,TW1 3BB
1VQ,Fairfield Infant School,IP11 9JB,-,Fairfield Infant School,IP11 9JB,10080422,124582,Fairfield Infant School,IP11 9JB
2EM,St Peter's Teaching School,BS206BT,B,St Peter's Church of England Primary School ,BS20 6BT,10057781,143285,St Peter's Church of England Primary School,BS20 6BT
1A4,LiFE MAT and Partners School Direct,LE9 9JL,B,Bosworth Academy,LE9 9JL,10036928,137969,Bosworth Academy,LE9 9JL
1A4,LiFE MAT and Partners School Direct,LE9 9JL,V,Brookvale Groby Learning Campus,LE6 0FP,10037607,138323,Brookvale Groby Learning Campus,LE6 0FP
1A4,LiFE MAT and Partners School Direct,LE9 9JL,L,Lutterworth College,LE17 4EW,10037431,138150,Lutterworth College,LE17 4EW
1A4,LiFE MAT and Partners School Direct,LE9 9JL,S,South Charnwood High School,LE67 9TB,10040963,139442,South Charnwood High School,LE67 9TB
1A4,LiFE MAT and Partners School Direct,LE9 9JL,W,The Winstanley School,LE3 3BD,10062307,143844,The Winstanley School,LE3 3BD
1A4,LiFE MAT and Partners School Direct,LE9 9JL,A,Wreake Valley Academy,LE7 1LY,10036929,137983,Wreake Valley Academy,LE7 1LY
1CH,Wycombe High School,HP11 1TB,E,Aspire,HP13 6PQ,10061807,143574,Aspire,HP13 6PQ
1CH,Wycombe High School,HP11 1TB,5,Beaconsfield High School,HP9 1RR,10046208,140893,Beaconsfield High School,HP9 1RR
1CH,Wycombe High School,HP11 1TB,F,Bourne End Academy,SL8 5BW,10081076,146518,Bourne End Academy,SL8 5BW
1CH,Wycombe High School,HP11 1TB,2,Burford School,SL7 3PQ,10077900,110314,Burford School,SL7 3PQ
1CH,Wycombe High School,HP11 1TB,C,Chiltern Wood School,HP12 3NE,10018876,110578,Chiltern Wood School,HP12 3NE
1CH,Wycombe High School,HP11 1TB,7,Cressex Community School,HP12 4QA,10001754,110500,Cressex Community School,HP12 4QA
1CH,Wycombe High School,HP11 1TB,8,Great Marlow School,SL7 1JE,10034657,136964,Great Marlow School,SL7 1JE
1CH,Wycombe High School,HP11 1TB,N,Holmer Green Senior School,HP15 6SP,10036046,138058,Holmer Green Senior School,HP15 6SP
1CH,Wycombe High School,HP11 1TB,H,John Colet School,HP22 6HF,10034617,137261,John Colet School,HP22 6HF
1CH,Wycombe High School,HP11 1TB,9,John Hampden Grammar School,HP11 1SZ,10033770,136771,John Hampden Grammar School,HP11 1SZ
1CH,Wycombe High School,HP11 1TB,R,Sir William Ramsay School,HP15 7UB,10034746,137256,Sir William Ramsay School,HP15 7UB
1CH,Wycombe High School,HP11 1TB,J,St Michael's Catholic School,HP11 1PW,10006126,110516,St Michael's Catholic School,HP11 1PW
1CH,Wycombe High School,HP11 1TB,L,The Grange School,HP21 7NH,10006672,110488,The Grange School,HP21 7NH
1CH,Wycombe High School,HP11 1TB,1,Wycombe High School,HP11 1TB,10033583,136723,Wycombe High School,HP11 1TB
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,Q,Bamford Primary School,S33 0AR,10079794,112504,Bamford Primary School,S33 0AR
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,0,Bradway Primary School,S17 4PD,10078406,107033,Bradway Primary School,S17 4PD
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,P,Chinley Primary School,SK23 6DR,10073690,112527,Chinley Primary School,SK23 6DR
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,2,Dobcroft Infant School,S7 2LN,10070908,107048,Dobcroft Infant School,S7 2LN
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,3,Dobcroft Junior School,S7 2LN,10071443,107035,Dobcroft Junior School,S7 2LN
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,8,Eastwood Village Primary School,S65 1RD,10052503,140378,Eastwood Village Primary School,S65 1RD
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,4,Ecclesall Primary School,S11 7LG,10070913,107025,Ecclesall Primary School,S11 7LG
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,F,Ecclesfield School,S35 9WD,10065904,145191,Ecclesfield School,S35 9WD
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,E,Eckington School,S21 4GN,10066967,145521,Eckington School,S21 4GN
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,5,Greystones Primary School,S11 7GL,10077344,107098,Greystones Primary School,S11 7GL
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,J,Handsworth Grange Community Sports College,S13 9HJ,10047646,141495,Handsworth Grange Community Sports College,S13 9HJ
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,A,High Storrs School,S11 7LH,10066973,145455,High Storrs School,S11 7LH
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,H,Hope Valley College,S33 6SD,10084303,147533,Hope Valley College,S33 6SD
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,L,Lady Manners School,DE45 1JA,10003740,112996,Lady Manners School,DE45 1JA
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,1,Malin Bridge Primary School,S6 4RH,10078404,107100,Malin Bridge Primary School,S6 4RH
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,Z,Seven Hills School,S2 2RJ,10025638,135287,Seven Hills School,S2 2RJ
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,6,Stradbroke Primary School,S13 8LT,10069327,107093,Stradbroke Primary School,S13 8LT
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,T,Talbot Specialist School,S8 9JP,10017114,107178,Talbot Specialist School,S8 9JP
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,K,Westbourne School,S10 2QT,10015709,107162,Westbourne School,S10 2QT
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,W,Westfield School,S20 1HQ,10066833,145562,Westfield School,S20 1HQ
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,R,Winterhill School,S61 2BD,10053924,141853,Winterhill School,S61 2BD
1N5,Chorus Education Trust and Sheffield Teaching School Alliance,S11 9QH,C,Woolley Wood School,S5 9QN,10077007,107180,Woolley Wood School,S5 9QN
2EL,Waterton Academy Trust,WF2 6LD,-,Normanton Common Primary Academy,WF6 1QU,10048959,141799,Normanton Common Primary Academy,WF6 1QU
2EL,Waterton Academy Trust,WF2 6LD,U,South Kirkby Academy,WF9 3DP,10057690,143381,South Kirkby Academy,WF9 3DP
1WA,"St Mary's Catholic High School, A Catholic Voluntary Academy",S41 8AG,M,Dronfield Henry Fanshawe School,S18 2FZ,10002046,112969,Dronfield Henry Fanshawe School,S18 2FZ
1WA,"St Mary's Catholic High School, A Catholic Voluntary Academy",S41 8AG,X,Highfields School,DE4 5NA,10003076,112950,Highfields School,DE4 5NA
